,,,,,,,,,,,,
,,,,,,,,,,,,
County Name,Priority Area Number,Priority Area,Indicator Number,Indicator,Event Count/Rate, ,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Data Years,Date Source
Ontario,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,788,"18,681",4.2,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Orange,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"4,556","100,536",4.5,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Orleans,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,370,"9,316",4,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Oswego,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,244","29,484",4.2,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Otsego,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,483,"11,164",4.3,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Putnam,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,460,"12,018",3.8,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Rensselaer,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,993","30,612",6.5,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Rockland,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"2,637","109,568",2.4,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
St. Lawrence,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,425","22,251",6.4,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Saratoga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,426","30,457",4.7,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Schenectady,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"2,126","41,243",5.2,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Schoharie,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,238,"6,131",3.9,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Schuyler,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,120,"3,814",3.1,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Seneca,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,251,"6,757",3.7,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Steuben,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,947,"21,143",4.5,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Suffolk,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"11,123","275,533",4,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Sullivan,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,518","23,784",6.4,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Tioga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,429,"9,801",4.4,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Tompkins,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,611,"14,178",4.3,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Ulster,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,605","37,520",4.3,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Warren,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,659,"12,787",5.2,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Washington,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,730,"13,869",5.3,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Wayne,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"1,091","19,041",5.7,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Westchester,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"7,911","173,422",4.6,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Wyoming,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,211,"6,352",3.3,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Yates,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,134,"4,673",2.9,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
New York City,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad29,Asthma universe prevalence for the Medicaid Managed Care population,"138,878","2,951,544",4.7,,,,2021,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Albany,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,260","24,044",5.2,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Allegany,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,199,"5,154",3.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Broome,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,899,"19,466",4.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Cattaraugus,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,390,"8,687",4.5,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Cayuga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,279,"7,485",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Chautauqua,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,126","15,467",7.3,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Chemung,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,371,"8,677",4.3,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Chenango,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,203,"5,350",3.8,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Clinton,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,386,"6,897",5.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Columbia,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,306,"5,691",5.4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Cortland,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,218,"4,646",4.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Delaware,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,148,"3,883",3.8,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Dutchess,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,047","20,644",5.1,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Erie,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"5,141","96,796",5.3,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Essex,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,107,"2,965",3.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Franklin,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,165,"4,506",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Fulton,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,341,"5,839",5.8,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Genesee,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,214,"5,115",4.2,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Greene,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,197,"4,780",4.1,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Hamilton,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,10,283,3.5,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Herkimer,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,254,"6,845",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Jefferson,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,616,"11,011",5.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Lewis,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,78,"2,110",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Livingston,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,226,"4,579",4.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Madison,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,222,"6,458",3.4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Monroe,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"4,680","80,513",5.8,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Montgomery,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,410,"7,432",5.5,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Nassau,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"3,074","88,704",3.5,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Niagara,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,338","22,861",5.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Oneida,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,226","30,830",4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Onondaga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,900","50,156",3.8,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Ontario,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,331,"8,467",3.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Orange,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,802","48,114",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Orleans,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,140,"4,081",3.4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Oswego,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,548,"14,660",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Otsego,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,196,"4,633",4.2,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Putnam,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,244,"5,285",4.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Rensselaer,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,817,"13,815",5.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Rockland,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"1,146","59,953",1.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Saratoga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,496,"12,166",4.1,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Schenectady,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,951,"18,468",5.1,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Schoharie,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,133,"2,801",4.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Schuyler,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,34,"1,406",2.4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Seneca,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,95,"2,792",3.4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Steuben,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,403,"9,844",4.1,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Suffolk,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"4,366","117,929",3.7,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Sullivan,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,668,"10,846",6.2,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Tioga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,170,"4,339",3.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Tompkins,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,204,"5,710",3.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Ulster,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,597,"17,309",3.4,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Warren,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,272,"5,438",5,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Washington,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,301,"6,335",4.8,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Wayne,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,431,"8,211",5.2,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Westchester,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"3,947","78,085",5.1,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Wyoming,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,97,"3,041",3.2,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Yates,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,56,"1,962",2.9,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
New York City,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad30,Persistent asthma prevalence for the Medicaid Managed Care population,"70,995","1,537,182",4.6,,,,2019,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of December 2022"
Albany,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,255,376,67.8,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Allegany,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,41,52,78.8,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Broome,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,103,167,61.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Cattaraugus,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,80,94,85.1,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Cayuga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,48,76,63.2,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Chautauqua,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,226,283,79.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Chemung,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,95,121,78.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Chenango,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,39,51,76.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Clinton,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,58,87,66.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Columbia,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,62,105,59,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Cortland,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,60,79,75.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Delaware,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,29,45,64.4,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Dutchess,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,247,330,74.8,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Erie,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,975,"1,280",76.2,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Essex,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,24,31,77.4,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Franklin,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,37,55,67.3,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Fulton,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,68,94,72.3,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Genesee,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,50,66,75.8,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Greene,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,53,70,75.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Hamilton,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,s,.,.,,,Data Suppressed,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Herkimer,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,70,101,69.3,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Jefferson,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,165,195,84.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Lewis,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,48,54,88.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Livingston,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,54,78,69.2,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Madison,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,58,86,67.4,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Monroe,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,941,"1,568",60,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Montgomery,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,62,88,70.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Nassau,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,764,"1,076",71,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Niagara,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,227,326,69.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
